DistrictType,DistrictTTL,SchoolTTL,HighestAchievement,YearAfterGrad,DemographicGrouping,DemographicValue,MedianEarnings,MedianHours,NumRecords
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,FRPL,FRPL,32600,1662,97
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,FRPL,Not FRPL,28500,1716.5,86
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,Gender,Female,30000,1676.5,94
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,Gender,Male,32600,1667,89
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,GPA,<3.0,32400,1641,128
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,GPA,>=3.0,32300,1691,55
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,Race/Ethnicity,Asian,37400,1872.5,62
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,Race/Ethnicity,Black or African American,21600,1166,43
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,Race/Ethnicity,Spanish/Hispanic/Latino,31200,1824.5,32
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,11,Race/Ethnicity,White,36100,1845,43
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,All Students,All,37200,1787,117
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,FRPL,FRPL,38100,1783.5,66
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,FRPL,Not FRPL,37000,1787,51
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,Gender,Female,40000,1826,57
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,Gender,Male,34600,1608,60
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,GPA,<3.0,34000,1724,78
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,GPA,>=3.0,40000,1872,39
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,Race/Ethnicity,Asian,41600,2021,38
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,12,Race/Ethnicity,White,40000,1836.5,30
School Dist,Seattle Public Schools,Chief Sealth High School,HS Diploma,13,All Students,All,39300,1782,62
School Dist,Seattle Public Schools,Cleveland High School,Associate/Certificate,7,All Students,All,30500,1763,50
School Dist,Seattle Public Schools,Cleveland High School,Associate/Certificate,8,All Students,All,33600,1818,53
School Dist,Seattle Public Schools,Cleveland High School,Associate/Certificate,9,All Students,All,30500,1564,61
School Dist,Seattle Public Schools,Cleveland High School,Associate/Certificate,10,All Students,All,29600,1732,58
School Dist,Seattle Public Schools,Cleveland High School,Associate/Certificate,11,All Students,All,30300,1835,41
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,7,All Students,All,35000,1876,95
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,7,FRPL,FRPL,38000,1938,54
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,7,FRPL,Not FRPL,33300,1797,41
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,7,Race/Ethnicity,Asian,39500,1876,59
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,7,Race/Ethnicity,Other (Redacted),33400,1858,36
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,8,All Students,All,41700,1975,87
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,8,FRPL,FRPL,38500,1796,46
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,8,FRPL,Not FRPL,45700,2080,41
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,8,Race/Ethnicity,Asian,45000,2080,49
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,8,Race/Ethnicity,Other (Redacted),36300,1871,38
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,9,All Students,All,47800,1992,81
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,9,FRPL,FRPL,42000,1943.5,42
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,9,FRPL,Not FRPL,53100,2029,39
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,9,Race/Ethnicity,Asian,52600,2029,45
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,9,Race/Ethnicity,Other (Redacted),44200,1883,36
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,10,All Students,All,44200,2001,76
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,10,FRPL,FRPL,39600,1978,37
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,10,FRPL,Not FRPL,54400,2027,39
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,10,Race/Ethnicity,Asian,56700,2032,40
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,10,Race/Ethnicity,Other (Redacted),40100,1976.5,36
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,11,All Students,All,49500,1986,57
School Dist,Seattle Public Schools,Cleveland High School,Bachelor's or Higher,12,All Students,All,58700,1984,36
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,All Students,All,29100,1787,240
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,FRPL,FRPL,28300,1750,151
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,FRPL,Not FRPL,30700,1829,89
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,Gender,Female,28300,1721,127
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,Gender,Male,29300,1876,113
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,GPA,<3.0,29500,1776.5,190
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,GPA,>=3.0,28300,1806,50
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,Race/Ethnicity,Asian,33500,1925.5,72
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,Race/Ethnicity,Black or African American,27600,1707,126
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,Special Education,Not Special Education,29900,1793,203
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,7,Special Education,Special Education,23900,1701,37
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,All Students,All,27000,1634,213
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,FRPL,FRPL,26000,1625,132
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,FRPL,Not FRPL,28600,1709,81
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,Gender,Female,23800,1402,114
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,Gender,Male,29700,1867,99
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,GPA,<3.0,25800,1540,165
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,GPA,>=3.0,30500,1913,48
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,Race/Ethnicity,Asian,33400,1908.5,56
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,Race/Ethnicity,Black or African American,23900,1373,119
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,Special Education,Not Special Education,27100,1625,177
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,8,Special Education,Special Education,26000,1738,36
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,All Students,All,27300,1617,211
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,FRPL,FRPL,25900,1617,131
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,FRPL,Not FRPL,31800,1616,80
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,Gender,Female,24400,1493,115
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,Gender,Male,30600,1837.5,96
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,GPA,<3.0,25900,1593,159
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,GPA,>=3.0,31300,1697.5,52
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,Race/Ethnicity,Asian,34900,1776,51
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,Race/Ethnicity,Black or African American,23500,1452,120
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,Special Education,Not Special Education,26900,1579,180
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,9,Special Education,Special Education,28700,1792,31
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,All Students,All,31300,1786.5,160
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,FRPL,FRPL,28800,1774.5,90
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,FRPL,Not FRPL,35000,1832.5,70
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,Gender,Female,29200,1590,89
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,Gender,Male,34900,1870,71
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,GPA,<3.0,29200,1688,125
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,GPA,>=3.0,35900,1923,35
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,Race/Ethnicity,Asian,38200,1923,45
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,10,Race/Ethnicity,Black or African American,27100,1590,81
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,11,All Students,All,32900,1765.5,116
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,11,FRPL,FRPL,30300,1739,60
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,11,FRPL,Not FRPL,36600,1831,56
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,11,Gender,Female,30600,1682,61
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,11,Gender,Male,34600,1908,55
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,11,Race/Ethnicity,Asian,37300,1988,35
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,11,Race/Ethnicity,Black or African American,27800,1603,53
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,12,All Students,All,35700,1839,67
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,12,FRPL,FRPL,35500,1772,34
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,12,FRPL,Not FRPL,35900,1860,33
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,12,Gender,Female,33600,1647,37
School Dist,Seattle Public Schools,Cleveland High School,HS Diploma,12,Gender,Male,38000,1879,30
School Dist,Seattle Public Schools,Garfield High School,HS Diploma,10,FRPL,FRPL,30300,1520,75
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,All Students,All,34000,1914,147
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,FRPL,FRPL,33500,1876,73
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,FRPL,Not FRPL,34600,1939,74
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,Gender,Female,33500,1819,69
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,Gender,Male,36200,1947,78
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,GPA,<3.0,32400,1864,89
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,GPA,>=3.0,39300,1972.5,58
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,Race/Ethnicity,Asian,35300,1930,89
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,7,Race/Ethnicity,Black or African American,31100,1819,41
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,All Students,All,39200,1894,121
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,FRPL,FRPL,36100,1872,63
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,FRPL,Not FRPL,41300,1895,58
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,Gender,Female,35800,1725,61
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,Gender,Male,43400,2008,60
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,GPA,<3.0,35600,1778,76
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,GPA,>=3.0,43800,2080,45
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,Race/Ethnicity,Asian,41900,1995,75
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,8,Race/Ethnicity,Black or African American,31000,1711,33
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,All Students,All,38500,1842,178
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,FRPL,FRPL,37000,1806,79
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,FRPL,Not FRPL,41100,1853,99
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,Gender,Female,32800,1707.5,88
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,Gender,Male,44000,1960.5,90
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,GPA,<3.0,34600,1764,107
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,GPA,>=3.0,41700,1918,71
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,Race/Ethnicity,Asian,42300,1920,107
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,9,Race/Ethnicity,Black or African American,33800,1716,51
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,All Students,All,42500,1891,140
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,FRPL,FRPL,39600,1885.5,62
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,FRPL,Not FRPL,45400,1941.5,78
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,Gender,Female,40000,1800,70
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,Gender,Male,45900,1949,70
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,GPA,<3.0,39900,1691,85
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,GPA,>=3.0,44700,1980,55
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,Race/Ethnicity,Asian,45700,1930,81
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,10,Race/Ethnicity,Black or African American,36100,1760,43
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,All Students,All,45100,1841,113
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,FRPL,FRPL,36400,1820,47
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,FRPL,Not FRPL,48400,1908,66
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,Gender,Female,40000,1832,57
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,Gender,Male,49300,1918.5,56
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,GPA,<3.0,41700,1780,65
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,GPA,>=3.0,47300,1900,48
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,Race/Ethnicity,Asian,48400,1832,65
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,11,Race/Ethnicity,Black or African American,39300,1841,33
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,12,All Students,All,45300,1927.5,74
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,12,FRPL,FRPL,45500,1913,33
School Dist,Seattle Public Schools,Franklin High School,Associate/Certificate,12,FRPL,Not FRPL,44200,1940,41
